Date,Close
"Jun 27, 2013",393.78
"Jun 26, 2013",398.07
"Jun 25, 2013",402.63
"Jun 24, 2013",402.54
"Jun 21, 2013",413.50
"Jun 20, 2013",416.84
"Jun 19, 2013",423.00
"Jun 18, 2013",431.77
"Jun 17, 2013",432.00
"Jun 14, 2013",430.05
"Jun 13, 2013",435.96
"Jun 12, 2013",432.19
"Jun 11, 2013",437.60
"Jun 10, 2013",438.89
"Jun 7, 2013",441.81
"Jun 6, 2013",438.46
"Jun 5, 2013",445.11
"Jun 4, 2013",449.31
"Jun 3, 2013",450.72
"May 31, 2013",449.74
"May 30, 2013",451.58
"May 29, 2013",444.95
"May 28, 2013",441.44
"May 24, 2013",445.15
"May 23, 2013",442.14
"May 22, 2013",441.35
"May 21, 2013",439.66
"May 20, 2013",442.93
"May 17, 2013",433.26
"May 16, 2013",434.58
"May 15, 2013",428.85
"May 14, 2013",443.86
"May 13, 2013",454.74
"May 10, 2013",452.97
"May 9, 2013",456.77
"May 8, 2013",463.84
"May 7, 2013",458.66
"May 6, 2013",460.71
"May 3, 2013",449.98
"May 2, 2013",445.52
"May 1, 2013",439.29
"Apr 30, 2013",442.78
"Apr 29, 2013",430.12
"Apr 26, 2013",417.20
"Apr 25, 2013",408.38
"Apr 24, 2013",405.46
"Apr 23, 2013",406.13
"Apr 22, 2013",398.67
"Apr 19, 2013",390.53
"Apr 18, 2013",392.05
"Apr 17, 2013",402.80
"Apr 16, 2013",426.24
"Apr 15, 2013",419.85
"Apr 12, 2013",429.80
"Apr 11, 2013",434.33
"Apr 10, 2013",435.69
"Apr 9, 2013",426.98
"Apr 8, 2013",426.21
"Apr 5, 2013",423.20
"Apr 4, 2013",427.72
"Apr 3, 2013",431.99
"Apr 2, 2013",429.79
"Apr 1, 2013",428.91
"Mar 28, 2013",442.66
"Mar 27, 2013",452.08
"Mar 26, 2013",461.14
"Mar 25, 2013",463.58
"Mar 22, 2013",461.91
"Mar 21, 2013",452.73
"Mar 20, 2013",452.08
"Mar 19, 2013",454.49
"Mar 18, 2013",455.72
"Mar 15, 2013",443.66
"Mar 14, 2013",432.50
"Mar 13, 2013",428.35
"Mar 12, 2013",428.43
"Mar 11, 2013",437.87
"Mar 8, 2013",431.72
"Mar 7, 2013",430.58
"Mar 6, 2013",425.66
"Mar 5, 2013",431.14
"Mar 4, 2013",420.05
"Mar 1, 2013",430.47
"Feb 28, 2013",441.40
"Feb 27, 2013",444.57
"Feb 26, 2013",448.97
"Feb 25, 2013",442.80
"Feb 22, 2013",450.81
"Feb 21, 2013",446.06
"Feb 20, 2013",448.85
"Feb 19, 2013",459.99
"Feb 15, 2013",460.16
"Feb 14, 2013",466.59
"Feb 13, 2013",467.01
"Feb 12, 2013",467.90
"Feb 11, 2013",479.93
"Feb 8, 2013",474.98
"Feb 7, 2013",468.22
"Feb 6, 2013",457.35
"Feb 5, 2013",457.84
"Feb 4, 2013",442.32
"Feb 1, 2013",453.62
"Jan 31, 2013",455.49
"Jan 30, 2013",456.83
"Jan 29, 2013",458.27
"Jan 28, 2013",449.83
"Jan 25, 2013",439.88
"Jan 24, 2013",450.50
"Jan 23, 2013",514.00
"Jan 22, 2013",504.77
"Jan 18, 2013",500.00
"Jan 17, 2013",502.68
"Jan 16, 2013",506.09
"Jan 15, 2013",485.92
"Jan 14, 2013",501.75
"Jan 11, 2013",520.30
"Jan 10, 2013",523.51
"Jan 9, 2013",517.10
"Jan 8, 2013",525.31
"Jan 7, 2013",523.90
"Jan 4, 2013",527.00
"Jan 3, 2013",542.10
"Jan 2, 2013",549.03
